


yyyy/mmdd(or -ddd)/hh.h):2021/  -1/12.0LT  geog Lat/Long/Alt= 41.0/ 250.0/ 100.0

NeQuick is used for topside Ne profile
OTSB2012 plasmasphere model w/o  plasmapause
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
AMTB-2013 model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
TBKS2021 option is used for the ion temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2= 457373.3   NmF1=      0.0   NmE=  96045.3
Peak Heights/km:     hmF2=   228.47   hmF1=     0.00   hmE=   110.00

Solar Zenith Angle/degree                              64.0
Dip (Magnetic Inclination)/degree                      66.31
Modip (Modified Dip)/degree                            53.11
Solar Sunspot Number (12-months running mean) Rz12     11.5           
Ionospheric-Effective Solar Index IG12                  1.5           
Solar radio flux F10.7 (daily)                         77.7           
Solar radio flux F10.7 (81-day average)                80.4           

-
   H   ELECTRON DENSITY   TEMPERATURES      ION PERCENTAGES[%]*10    1E16m-2
   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
  64.0      46  0.000   231   231   231  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  65.0      59  0.000   229   229   229  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  66.0      75  0.000   228   228   228  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  67.0      93  0.000   227   227   227  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  68.0     112  0.000   226   226   226  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  69.0     134  0.000   225   225   225  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  70.0     156  0.000   224   224   224  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  71.0     180  0.000   223   223   223  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  72.0     204  0.000   223   223   223  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  73.0     228  0.000   222   222   222  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  74.0     252  0.001   221   221   221  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  75.0     275  0.001   220   220   220  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  76.0     298  0.001   218   218   218  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  77.0     320  0.001   217   217   217  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  78.0     341  0.001   215   215   215  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  79.0     361  0.001   213   213   213  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  80.0     380  0.001   210   210   210   0   0   0   0   3 997  -1  -1.0  -1
  81.0     399  0.001   208   208   208   0   0   0   0   3 997  -1  -1.0  -1
  82.0     421  0.001   206   206   206   0   0   0   0   3 997  -1  -1.0  -1
  83.0     464  0.001   203   203   203   0   0   0   0   4 996  -1  -1.0  -1
  84.0     563  0.001   201   201   201   0   0   0   0   5 995  -1  -1.0  -1
  85.0     789  0.002   199   199   199   0   0   0   0   7 993  -1  -1.0  -1
  86.0    1320  0.003   196   196   196   0   0   0   0  11 989  -1  -1.0  -1
  87.0    2227  0.005   194   194   194   0   0   0   0  19 981  -1  -1.0  -1
  88.0    3593  0.008   191   191   191   0   0   0   0  30 970  -1  -1.0  -1
  89.0    5556  0.012   189   189   189   0   0   0   0  46 954  -1  -1.0  -1
  90.0    8247  0.018   187   187   187   0   0   0   0  65 935  -1  -1.0  -1
  91.0   11778  0.026   185   185   185   0   0   0   0  89 911  -1  -1.0  -1
  92.0   16218  0.035   183   183   183   0   0   0   0 118 882  -1  -1.0  -1
  93.0   21571  0.047   182   182   182   0   0   0   0 156 844  -1  -1.0  -1
  94.0   27774  0.061   180   180   180   0   0   0   0 199 801  -1  -1.0  -1
  95.0   34685  0.076   179   179   179   0   0   0   0 244 756  -1  -1.0  -1
  96.0   42100  0.092   179   179   179   0   0   0   0 291 709  -1  -1.0  -1
  97.0   49765  0.109   178   178   178   0   0   0   0 336 664  -1  -1.0  -1
  98.0   57401  0.126   178   178   178   0   0   0   0 378 622  -1  -1.0  -1
  99.0   64737  0.142   179   179   179   0   0   0   0 416 584  -1  -1.0  -1
 100.0   71527  0.156   180   180   180   0   0   0   0 448 552  -1  -1.0  -1
