


yyyy/mmdd(or -ddd)/hh.h):2021/-274/16.0LT  geog Lat/Long/Alt= 41.0/ 250.0/ 100.0

NeQuick is used for topside Ne profile
OTSB2012 plasmasphere model w/o  plasmapause
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
AMTB-2013 model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
TBKS2021 option is used for the ion temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2= 533128.0   NmF1=      0.0   NmE=  76767.8
Peak Heights/km:     hmF2=   248.59   hmF1=     0.00   hmE=   110.00

Solar Zenith Angle/degree                              72.2
Dip (Magnetic Inclination)/degree                      66.28
Modip (Modified Dip)/degree                            53.10
Solar Sunspot Number (12-months running mean) Rz12     30.0           
Ionospheric-Effective Solar Index IG12                 22.8           
Solar radio flux F10.7 (daily)                         90.7           
Solar radio flux F10.7 (81-day average)                88.7           

-
   H   ELECTRON DENSITY   TEMPERATURES      ION PERCENTAGES[%]*10    1E16m-2
   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
  64.0      30  0.000   231   231   231  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  65.0      41  0.000   229   229   229  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  66.0      55  0.000   227   227   227  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  67.0      71  0.000   225   225   225  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  68.0      90  0.000   223   223   223  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  69.0     111  0.000   221   221   221  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  70.0     134  0.000   219   219   219  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  71.0     158  0.000   217   217   217  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  72.0     184  0.000   215   215   215  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  73.0     210  0.000   213   213   213  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  74.0     235  0.000   212   212   212  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  75.0     261  0.000   210   210   210  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  76.0     285  0.001   209   209   209  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  77.0     308  0.001   208   208   208  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  78.0     330  0.001   207   207   207  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  79.0     351  0.001   206   206   206  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  80.0     371  0.001   205   205   205   0   0   0   0   3 997  -1  -1.0  -1
  81.0     390  0.001   204   204   204   0   0   0   0   3 997  -1  -1.0  -1
  82.0     410  0.001   203   203   203   0   0   0   0   3 997  -1  -1.0  -1
  83.0     440  0.001   202   202   202   0   0   0   0   4 996  -1  -1.0  -1
  84.0     509  0.001   201   201   201   0   0   0   0   4 996  -1  -1.0  -1
  85.0     665  0.001   200   200   200   0   0   0   0   6 994  -1  -1.0  -1
  86.0    1031  0.002   199   199   199   0   0   0   0   9 991  -1  -1.0  -1
  87.0    1772  0.003   197   197   197   0   0   0   0  15 985  -1  -1.0  -1
  88.0    2905  0.005   196   196   196   0   0   0   0  24 976  -1  -1.0  -1
  89.0    4547  0.009   194   194   194   0   0   0   0  38 962  -1  -1.0  -1
  90.0    6813  0.013   192   192   192   0   0   0   0  56 944  -1  -1.0  -1
  91.0    9792  0.018   189   189   189   0   0   0   0  79 921  -1  -1.0  -1
  92.0   13535  0.025   187   187   187   0   0   0   0 107 893  -1  -1.0  -1
  93.0   18036  0.034   185   185   185   0   0   0   0 144 856  -1  -1.0  -1
  94.0   23223  0.044   183   183   183   0   0   0   0 183 817  -1  -1.0  -1
  95.0   28961  0.054   181   181   181   0   0   0   0 220 780  -1  -1.0  -1
  96.0   35061  0.066   179   179   179   0   0   0   0 257 743  -1  -1.0  -1
  97.0   41300  0.077   178   178   178   0   0   0   0 296 704  -1  -1.0  -1
  98.0   47444  0.089   178   178   178   0   0   0   0 335 665  -1  -1.0  -1
  99.0   53268  0.100   179   179   179   0   0   0   0 371 629  -1  -1.0  -1
 100.0   58584  0.110   180   180   180   0   0   0   0 402 598  -1  -1.0  -1
