


yyyy/mmdd(or -ddd)/hh.h):2021/-274/12.0LT  geog Lat/Long/Alt= 41.0/ 250.0/ 100.0

NeQuick is used for topside Ne profile
OTSB2012 plasmasphere model w/o  plasmapause
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
AMTB-2013 model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
TBKS2021 option is used for the ion temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2= 590815.2   NmF1= 233880.3   NmE= 127626.6
Peak Heights/km:     hmF2=   242.29   hmF1=   169.99   hmE=   110.00

Solar Zenith Angle/degree                              44.6
Dip (Magnetic Inclination)/degree                      66.28
Modip (Modified Dip)/degree                            53.10
Solar Sunspot Number (12-months running mean) Rz12     30.0           
Ionospheric-Effective Solar Index IG12                 22.8           
Solar radio flux F10.7 (daily)                         90.7           
Solar radio flux F10.7 (81-day average)                88.7           

-
   H   ELECTRON DENSITY   TEMPERATURES      ION PERCENTAGES[%]*10    1E16m-2
   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
  64.0      80  0.000   229   229   229  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  65.0     103  0.000   227   227   227  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  66.0     129  0.000   225   225   225  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  67.0     159  0.000   223   223   223  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  68.0     193  0.000   221   221   221  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  69.0     229  0.000   219   219   219  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  70.0     267  0.000   217   217   217  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  71.0     307  0.001   215   215   215  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  72.0     347  0.001   213   213   213  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  73.0     388  0.001   211   211   211  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  74.0     428  0.001   210   210   210  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  75.0     468  0.001   208   208   208  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  76.0     506  0.001   206   206   206  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  77.0     542  0.001   204   204   204  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  78.0     577  0.001   203   203   203  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  79.0     611  0.001   201   201   201  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  80.0     644  0.001   200   200   200   0   0   0   0   4 996  -1  -1.0  -1
  81.0     676  0.001   198   198   198   0   0   0   0   5 995  -1  -1.0  -1
  82.0     714  0.001   197   197   197   0   0   0   0   6 994  -1  -1.0  -1
  83.0     789  0.001   196   196   196   0   0   0   0   6 994  -1  -1.0  -1
  84.0     961  0.002   195   195   195   0   0   0   0   8 992  -1  -1.0  -1
  85.0    1355  0.002   193   193   193   0   0   0   0  11 989  -1  -1.0  -1
  86.0    2274  0.004   193   193   193   0   0   0   0  18 982  -1  -1.0  -1
  87.0    3818  0.006   192   192   192   0   0   0   0  30 970  -1  -1.0  -1
  88.0    6110  0.010   191   191   191   0   0   0   0  48 952  -1  -1.0  -1
  89.0    9344  0.016   190   190   190   0   0   0   0  71 929  -1  -1.0  -1
  90.0   13690  0.023   190   190   190   0   0   0   0 101 899  -1  -1.0  -1
  91.0   19262  0.033   190   190   190   0   0   0   0 135 865  -1  -1.0  -1
  92.0   26094  0.044   189   189   189   0   0   0   0 175 825  -1  -1.0  -1
  93.0   34118  0.058   189   189   189   0   0   0   0 224 776  -1  -1.0  -1
  94.0   43158  0.073   190   190   190   0   0   0   0 276 724  -1  -1.0  -1
  95.0   52945  0.090   190   190   190   0   0   0   0 327 672  -1  -1.0  -1
  96.0   63139  0.107   191   191   191   0   0   0   0 376 624  -1  -1.0  -1
  97.0   73363  0.124   192   192   192   0   0   0   0 420 580  -1  -1.0  -1
  98.0   83245  0.141   193   193   193   0   0   0   0 458 542  -1  -1.0  -1
  99.0   92450  0.156   195   195   195   0   0   0   0 489 511  -1  -1.0  -1
 100.0  100711  0.170   197   197   197   0   0   0   0 515 485  -1  -1.0  -1
