


yyyy/mmdd(or -ddd)/hh.h):2015/ -91/ 8.0LT  geog Lat/Long/Alt= 41.0/ 250.0/ 100.0

NeQuick is used for topside Ne profile
OTSB2012 plasmasphere model w/o  plasmapause
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
AMTB-2013 model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
TBKS2021 option is used for the ion temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2= 605941.8   NmF1=      0.0   NmE= 104067.3
Peak Heights/km:     hmF2=   252.34   hmF1=     0.00   hmE=   110.00

Solar Zenith Angle/degree                              65.2
Dip (Magnetic Inclination)/degree                      66.49
Modip (Modified Dip)/degree                            53.18
Solar Sunspot Number (12-months running mean) Rz12     56.3           
Ionospheric-Effective Solar Index IG12                 82.8           
Solar radio flux F10.7 (daily)                        123.9           
Solar radio flux F10.7 (81-day average)               127.2           

-
   H   ELECTRON DENSITY   TEMPERATURES      ION PERCENTAGES[%]*10    1E16m-2
   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
  64.0      38  0.000   233   233   233  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  65.0      50  0.000   232   232   232  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  66.0      65  0.000   230   230   230  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  67.0      82  0.000   229   229   229  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  68.0     101  0.000   227   227   227  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  69.0     122  0.000   226   226   226  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  70.0     145  0.000   224   224   224  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  71.0     169  0.000   222   222   222  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  72.0     194  0.000   221   221   221  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  73.0     219  0.000   219   219   219  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  74.0     244  0.000   216   216   216  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  75.0     268  0.000   214   214   214  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  76.0     292  0.000   212   212   212  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  77.0     314  0.001   209   209   209  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  78.0     335  0.001   206   206   206  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  79.0     356  0.001   203   203   203  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  80.0     376  0.001   201   201   201   0   0   0   0   3 997  -1  -1.0  -1
  81.0     395  0.001   198   198   198   0   0   0   0   3 997  -1  -1.0  -1
  82.0     415  0.001   195   195   195   0   0   0   0   3 997  -1  -1.0  -1
  83.0     451  0.001   193   193   193   0   0   0   0   4 996  -1  -1.0  -1
  84.0     533  0.001   190   190   190   0   0   0   0   5 995  -1  -1.0  -1
  85.0     720  0.001   188   188   188   0   0   0   0   6 994  -1  -1.0  -1
  86.0    1164  0.002   186   186   186   0   0   0   0  10 990  -1  -1.0  -1
  87.0    1987  0.003   184   184   184   0   0   0   0  18 982  -1  -1.0  -1
  88.0    3246  0.005   182   182   182   0   0   0   0  29 971  -1  -1.0  -1
  89.0    5084  0.008   180   180   180   0   0   0   0  44 956  -1  -1.0  -1
  90.0    7647  0.013   178   178   178   0   0   0   0  65 935  -1  -1.0  -1
  91.0   11068  0.018   177   177   177   0   0   0   0  90 910  -1  -1.0  -1
  92.0   15446  0.025   175   175   175   0   0   0   0 119 881  -1  -1.0  -1
  93.0   20820  0.034   174   174   174   0   0   0   0 158 842  -1  -1.0  -1
  94.0   27158  0.045   174   174   174   0   0   0   0 203 797  -1  -1.0  -1
  95.0   34348  0.057   174   174   174   0   0   0   0 250 750  -1  -1.0  -1
  96.0   42200  0.070   174   174   174   0   0   0   0 299 701  -1  -1.0  -1
  97.0   50458  0.083   175   175   175   0   0   0   0 345 655  -1  -1.0  -1
  98.0   58831  0.097   177   177   177   0   0   0   0 388 612  -1  -1.0  -1
  99.0   67011  0.111   179   179   179   0   0   0   0 426 574  -1  -1.0  -1
 100.0   74710  0.123   183   183   183   0   0   0   0 456 544  -1  -1.0  -1
