


yyyy/mmdd(or -ddd)/hh.h):2018/-182/12.0LT  geog Lat/Long/Alt= 41.0/ 250.0/ 100.0

NeQuick is used for topside Ne profile
OTSB2012 plasmasphere model w/o  plasmapause
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
AMTB-2013 model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
TBKS2021 option is used for the ion temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2= 283814.7   NmF1= 235101.0   NmE= 134174.3
Peak Heights/km:     hmF2=   222.89   hmF1=   183.55   hmE=   110.00

Solar Zenith Angle/degree                              18.0
Dip (Magnetic Inclination)/degree                      66.39
Modip (Modified Dip)/degree                            53.14
Solar Sunspot Number (12-months running mean) Rz12      5.0           
Ionospheric-Effective Solar Index IG12                 -6.5           
Solar radio flux F10.7 (daily)                         70.4           
Solar radio flux F10.7 (81-day average)                73.5           

-
   H   ELECTRON DENSITY   TEMPERATURES      ION PERCENTAGES[%]*10    1E16m-2
   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
  64.0      69  0.000   228   228   228  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  65.0      89  0.000   225   225   225  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  66.0     112  0.000   221   221   221  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  67.0     137  0.000   218   218   218  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  68.0     166  0.001   214   214   214  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  69.0     197  0.001   211   211   211  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  70.0     229  0.001   208   208   208  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  71.0     263  0.001   205   205   205  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  72.0     298  0.001   202   202   202  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  73.0     332  0.001   199   199   199  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  74.0     367  0.001   196   196   196  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  75.0     400  0.001   193   193   193  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  76.0     433  0.002   190   190   190  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  77.0     464  0.002   187   187   187  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  78.0     494  0.002   184   184   184  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  79.0     523  0.002   181   181   181  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  80.0     551  0.002   179   179   179   0   0   0   0   4 996  -1  -1.0  -1
  81.0     578  0.002   176   176   176   0   0   0   0   5 995  -1  -1.0  -1
  82.0     611  0.002   174   174   174   0   0   0   0   5 995  -1  -1.0  -1
  83.0     676  0.002   172   172   172   0   0   0   0   6 994  -1  -1.0  -1
  84.0     825  0.003   171   171   171   0   0   0   0   7 993  -1  -1.0  -1
  85.0    1165  0.004   169   169   169   0   0   0   0  11 989  -1  -1.0  -1
  86.0    1959  0.007   168   168   168   0   0   0   0  18 982  -1  -1.0  -1
  87.0    3297  0.012   168   168   168   0   0   0   0  30 970  -1  -1.0  -1
  88.0    5303  0.019   168   168   168   0   0   0   0  47 953  -1  -1.0  -1
  89.0    8171  0.029   168   168   168   0   0   0   0  70 930  -1  -1.0  -1
  90.0   12085  0.043   169   169   169   0   0   0   0 100 900  -1  -1.0  -1
  91.0   17194  0.061   171   171   171   0   0   0   0 135 865  -1  -1.0  -1
  92.0   23581  0.083   173   173   173   0   0   0   0 176 824  -1  -1.0  -1
  93.0   31241  0.110   176   176   176   0   0   0   0 227 773  -1  -1.0  -1
  94.0   40066  0.141   179   179   179   0   0   0   0 279 721  -1  -1.0  -1
  95.0   49843  0.176   182   182   182   0   0   0   0 331 669  -1  -1.0  -1
  96.0   60273  0.212   186   186   186   0   0   0   0 380 620  -1  -1.0  -1
  97.0   70991  0.250   189   189   189   0   0   0   0 424 576  -1  -1.0  -1
  98.0   81609  0.288   193   193   193   0   0   0   0 462 538  -1  -1.0  -1
  99.0   91751  0.323   197   197   197   0   0   0   0 494 506  -1  -1.0  -1
 100.0  101086  0.356   201   201   201   0   0   0   0 520 480  -1  -1.0  -1
