


yyyy/mmdd(or -ddd)/hh.h):2021/ -91/16.0LT  geog Lat/Long/Alt= 41.0/ 250.0/ 100.0

NeQuick is used for topside Ne profile
OTSB2012 plasmasphere model w/o  plasmapause
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
AMTB-2013 model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
TBKS2021 option is used for the ion temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2= 336455.8   NmF1=      0.0   NmE=  90303.8
Peak Heights/km:     hmF2=   252.62   hmF1=     0.00   hmE=   110.00

Solar Zenith Angle/degree                              63.7
Dip (Magnetic Inclination)/degree                      66.30
Modip (Modified Dip)/degree                            53.10
Solar Sunspot Number (12-months running mean) Rz12     16.4           
Ionospheric-Effective Solar Index IG12                  6.9           
Solar radio flux F10.7 (daily)                         77.8           
Solar radio flux F10.7 (81-day average)                74.8           

-
   H   ELECTRON DENSITY   TEMPERATURES      ION PERCENTAGES[%]*10    1E16m-2
   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
  64.0      39  0.000   230   230   230  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  65.0      51  0.000   228   228   228  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  66.0      66  0.000   226   226   226  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  67.0      83  0.000   224   224   224  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  68.0     103  0.000   223   223   223  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  69.0     124  0.000   221   221   221  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  70.0     147  0.000   219   219   219  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  71.0     171  0.001   217   217   217  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  72.0     196  0.001   215   215   215  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  73.0     220  0.001   213   213   213  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  74.0     245  0.001   212   212   212  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  75.0     269  0.001   211   211   211  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  76.0     293  0.001   210   210   210  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  77.0     315  0.001   209   209   209  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  78.0     336  0.001   208   208   208  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  79.0     357  0.001   207   207   207  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  80.0     376  0.001   207   207   207   0   0   0   0   3 997  -1  -1.0  -1
  81.0     395  0.001   206   206   206   0   0   0   0   3 997  -1  -1.0  -1
  82.0     416  0.001   205   205   205   0   0   0   0   3 997  -1  -1.0  -1
  83.0     453  0.001   204   204   204   0   0   0   0   3 997  -1  -1.0  -1
  84.0     537  0.002   203   203   203   0   0   0   0   4 996  -1  -1.0  -1
  85.0     729  0.002   202   202   202   0   0   0   0   6 994  -1  -1.0  -1
  86.0    1187  0.004   201   201   201   0   0   0   0  10 990  -1  -1.0  -1
  87.0    2020  0.006   199   199   199   0   0   0   0  17 983  -1  -1.0  -1
  88.0    3284  0.010   197   197   197   0   0   0   0  27 973  -1  -1.0  -1
  89.0    5109  0.015   195   195   195   0   0   0   0  41 959  -1  -1.0  -1
  90.0    7626  0.023   193   193   193   0   0   0   0  60 940  -1  -1.0  -1
  91.0   10940  0.033   190   190   190   0   0   0   0  83 917  -1  -1.0  -1
  92.0   15120  0.045   187   187   187   0   0   0   0 111 889  -1  -1.0  -1
  93.0   20172  0.060   184   184   184   0   0   0   0 148 852  -1  -1.0  -1
  94.0   26034  0.077   182   182   182   0   0   0   0 190 810  -1  -1.0  -1
  95.0   32573  0.097   179   179   179   0   0   0   0 235 765  -1  -1.0  -1
  96.0   39589  0.118   177   177   177   0   0   0   0 283 717  -1  -1.0  -1
  97.0   46839  0.139   176   176   176   0   0   0   0 329 671  -1  -1.0  -1
  98.0   54058  0.161   175   175   175   0   0   0   0 373 627  -1  -1.0  -1
  99.0   60984  0.181   175   175   175   0   0   0   0 412 588  -1  -1.0  -1
 100.0   67384  0.200   176   176   176   0   0   0   0 446 554  -1  -1.0  -1
