# DRAP Tabular Values
# Product: D-Region Absorption         /images/SWX_DRAP20_C_SWPC_20240701220000_GLOBAL.txt
# Product Valid At : 2024-07-01 22:00 UTC
#
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center.
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#
# Estimated Recovery Time : No Estimate
#
#  X-RAY Message : Elevated X-ray flux
#
#  X-RAY Warning :  
#
#  Proton Message : Normal Proton Background
#
#  Proton Warning : 
#
# Frequency (MHz) as a function of Latitude and Longitude
#
      -178 -174 -170 -166 -162 -158 -154 -150 -146 -142 -138 -134 -130 -126 -122 -118 -114 -110 -106 -102  -98  -94  -90  -86  -82  -78  -74  -70  -66  -62  -58  -54  -50  -46  -42  -38  -34  -30  -26  -22  -18  -14  -10   -6   -2    2    6   10   14   18   22   26   30   34   38   42   46   50   54   58   62   66   70   74   78   82   86   90   94   98  102  106  110  114  118  122  126  130  134  138  142  146  150  154  158  162  166  170  174  178
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 89 |  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.3  4.2  4.2  4.2  4.2  4.2  4.2  4.2  4.2  4.2  4.2  4.2  4.2  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.1  4.2  4.2  4.2  4.2  4.2  4.2  4.2  4.2  4.2  4.2  4.2  4.2  4.3  4.3  4.3  4.3  4.3  4.3
 87 |  4.5  4.5  4.5  4.5  4.5  4.5  4.5  4.5  4.5  4.5  4.5  4.5  4.5  4.5  4.5  4.5  4.5  4.5  4.4  4.4  4.4  4.4  4.4  4.3  4.3  4.3  4.3  4.2  4.2  4.2  4.2  4.1  4.1  4.1  4.1  4.0  4.0  4.0  4.0  3.9  3.9  3.9  3.9  3.9  3.9  3.9  3.8  3.8  3.8  3.8  3.8  3.8  3.8  3.8  3.8  3.8  3.8  3.8  3.8  3.8  3.9  3.9  3.9  3.9  3.9  3.9  4.0  4.0  4.0  4.0  4.1  4.1  4.1  4.1  4.2  4.2  4.2  4.2  4.3  4.3  4.3  4.3  4.4  4.4  4.4  4.4  4.4  4.5  4.5  4.5
 85 |  4.7  4.7  4.8  4.8  4.8  4.8  4.8  4.8  4.8  4.8  4.8  4.8  4.8  4.7  4.7  4.7  4.7  4.6  4.6  4.6  4.6  4.5  4.5  4.4  4.4  4.4  4.3  4.3  4.2  4.2  4.1  4.1  4.1  4.0  4.0  3.9  3.9  3.9  3.8  3.8  3.8  3.6  3.6  3.6  3.6  3.5  3.5  3.5  3.5  3.5  3.5  3.5  3.5  3.5  3.5  3.5  3.5  3.5  3.5  3.5  3.5  3.6  3.6  3.6  3.8  3.8  3.8  3.9  3.9  3.9  4.0  4.0  4.1  4.1  4.1  4.2  4.2  4.3  4.3  4.4  4.4  4.4  4.5  4.5  4.5  4.6  4.6  4.6  4.7  4.7
 83 |  4.9  5.0  5.0  5.0  5.0  5.0  5.0  5.0  5.0  5.0  5.0  5.0  5.0  5.0  4.9  4.9  4.9  4.8  4.8  4.7  4.7  4.6  4.6  4.5  4.5  4.4  4.4  4.3  4.2  4.2  4.1  4.1  4.0  4.0  3.9  3.8  3.8  3.6  3.6  3.5  3.5  3.4  3.4  3.4  3.3  3.3  3.3  3.3  3.2  3.2  3.2  3.2  3.2  3.2  3.2  3.2  3.2  3.3  3.3  3.3  3.3  3.4  3.4  3.4  3.5  3.5  3.6  3.6  3.8  3.8  3.9  3.9  4.0  4.1  4.1  4.2  4.2  4.3  4.4  4.4  4.5  4.5  4.6  4.6  4.7  4.7  4.8  4.8  4.9  4.9
 81 |  5.1  5.2  5.2  5.2  5.2  5.2  5.2  5.2  5.2  5.2  5.2  5.2  5.2  5.2  5.1  5.1  5.1  5.0  5.0  4.9  4.8  4.8  4.7  4.6  4.6  4.5  4.4  4.3  4.3  4.2  4.1  4.0  4.0  3.9  3.8  3.6  3.6  3.5  3.4  3.4  3.3  3.3  3.2  3.2  3.1  3.1  3.1  2.9  2.9  2.9  2.9  2.9  2.9  2.9  2.9  2.9  2.9  2.9  3.1  3.1  3.1  3.2  3.2  3.3  3.3  3.4  3.4  3.5  3.6  3.6  3.8  3.9  3.9  4.0  4.1  4.2  4.3  4.3  4.4  4.5  4.6  4.6  4.7  4.8  4.8  4.9  4.9  5.0  5.0  5.1
 79 |  5.2  5.3  5.3  5.3  5.4  5.4  5.4  5.4  5.4  5.4  5.4  5.3  5.3  5.3  5.2  5.2  5.2  5.2  5.1  5.0  5.0  4.9  4.8  4.7  4.6  4.5  4.5  4.4  4.3  4.2  4.1  4.0  3.9  3.8  3.6  3.5  3.4  3.4  3.3  3.2  3.1  3.1  2.9  2.9  2.8  2.8  2.7  2.7  2.7  2.7  2.6  2.6  2.6  2.6  2.6  2.6  2.7  2.7  2.7  2.8  2.8  2.9  2.9  3.1  3.1  3.2  3.3  3.4  3.4  3.5  3.6  3.8  3.9  4.0  4.1  4.2  4.3  4.4  4.4  4.5  4.6  4.7  4.8  4.9  5.0  5.0  5.1  5.2  5.2  5.2
 77 |  5.4  5.5  5.5  5.6  5.6  5.6  5.6  5.6  5.6  5.6  5.6  5.6  5.5  5.5  5.4  5.4  5.3  5.2  5.2  5.2  5.1  5.0  4.9  4.8  4.7  4.6  4.5  4.4  4.3  4.2  4.1  3.9  3.8  3.6  3.5  3.4  3.3  3.2  3.1  3.1  2.9  2.8  2.7  2.7  2.6  2.6  2.4  2.4  2.3  2.3  2.3  2.3  2.3  2.3  2.3  2.3  2.3  2.4  2.4  2.4  2.6  2.7  2.7  2.8  2.9  2.9  3.1  3.2  3.3  3.4  3.5  3.6  3.8  3.9  4.0  4.1  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.0  5.1  5.2  5.2  5.2  5.3  5.4
 75 |  5.6  5.7  5.7  5.8  5.8  5.8  5.9  5.9  5.9  5.8  5.8  5.8  5.7  5.7  5.6  5.6  5.5  5.4  5.3  5.2  5.2  5.1  5.0  4.9  4.8  4.7  4.5  4.4  4.3  4.1  4.0  3.9  3.8  3.5  3.4  3.3  3.2  3.1  2.9  2.8  2.7  2.6  2.4  2.4  2.3  2.2  2.1  2.1  2.0  2.0  1.9  1.9  1.9  1.9  1.9  2.0  2.0  2.1  2.1  2.2  2.3  2.4  2.4  2.6  2.7  2.8  2.9  3.1  3.2  3.3  3.4  3.5  3.8  3.9  4.0  4.1  4.3  4.4  4.5  4.6  4.8  4.9  5.0  5.1  5.2  5.2  5.3  5.4  5.5  5.6
 73 |  5.8  5.9  5.9  6.0  6.0  6.0  6.0  6.0  6.0  6.0  6.0  6.0  5.9  5.9  5.8  5.8  5.7  5.6  5.5  5.4  5.3  5.2  5.1  5.0  4.8  4.7  4.6  4.4  4.3  4.1  4.0  3.8  3.6  3.5  3.3  3.2  3.1  2.9  2.7  2.6  2.4  2.3  2.2  2.1  2.0  1.9  1.8  1.7  1.7  1.6  1.6  1.6  1.6  1.6  1.6  1.6  1.7  1.7  1.8  1.9  2.0  2.1  2.2  2.3  2.4  2.6  2.7  2.8  3.1  3.2  3.3  3.4  3.6  3.8  4.0  4.1  4.3  4.4  4.5  4.7  4.8  5.0  5.1  5.2  5.2  5.4  5.5  5.6  5.7  5.7
 71 |  6.0  6.0  6.0  6.1  6.1  6.2  6.2  6.2  6.2  6.2  6.1  6.1  6.1  6.0  6.0  5.9  5.8  5.7  5.6  5.5  5.4  5.2  5.2  5.0  4.9  4.7  4.6  4.4  4.3  4.1  3.9  3.8  3.5  3.4  3.2  3.1  2.8  2.7  2.6  2.4  2.3  2.1  1.9  1.8  1.7  1.6  1.5  1.4  1.3  1.2  1.2  1.2  1.2  1.2  1.2  1.2  1.3  1.4  1.4  1.5  1.7  1.8  1.9  2.1  2.2  2.4  2.6  2.7  2.8  3.1  3.2  3.4  3.5  3.8  3.9  4.1  4.2  4.4  4.6  4.7  4.9  5.0  5.2  5.2  5.4  5.5  5.6  5.7  5.8  5.9
